9255,0,2,Peer,1
9256,0,4,Peer,1
9257,0,7,Peer,1
9258,0,3,Leader,1
9259,0,6,Peer,1
9260,0,8,Peer,1
9261,0,10,Peer,1
9262,0,9,Peer,1
9263,0,12,Peer,1
9264,0,31,Peer,1
9265,0,32,Peer,1
9266,0,33,Leader,1
9267,0,35,Peer,1
9268,0,34,Peer,1
9269,0,24,Peer,1
9270,0,36,Peer,1
9271,0,25,Peer,1
9272,0,38,Peer,1
9273,0,39,Peer,1
9274,1,7,Peer,1
9275,1,3,Leader,1
9276,1,4,Peer,1
9277,1,1,Peer,1
9278,1,6,Peer,1
9279,1,9,Peer,1
9280,1,10,Peer,1
9281,1,8,Peer,1
9282,1,12,Peer,1
9283,1,13,Peer,1
9284,1,14,Peer,1
9285,1,15,Peer,1
9286,1,16,Leader,1
9287,1,18,Peer,1
9288,1,19,Peer,1
9289,1,21,Peer,1
9290,1,22,Peer,1
9291,1,23,Peer,1
9292,2,1,As Team,1
9293,2,7,As Team,1
9294,2,4,As Team,1
9295,2,2,As Team,1
9296,2,6,As Team,1
9297,2,8,As Team,1
9298,2,10,As Team,1
9299,2,9,As Team,1
9300,2,12,As Team,1
9301,3,2,Peer,1
9302,3,1,Peer,1
9303,3,6,Peer,1
9304,3,3,Leader,1
9305,3,7,Peer,1
9306,3,8,Peer,1
9307,3,9,Peer,1
9308,3,54,Peer,1
9309,3,12,Peer,1
9310,3,10,Peer,1
9311,4,51,Peer,1
9312,4,49,Leader,1
9313,4,11,Peer,1
9314,4,29,Peer,1
9315,4,47,Peer,1
9316,4,23,Peer,1
9317,4,45,Peer,1
9318,4,49,Peer,1
9319,4,40,As Team,1
9320,4,122,Peer,1
9321,5,7,Peer,1
9322,5,3,Leader,1
9323,5,2,Peer,1
9324,5,1,Peer,1
9325,5,4,Peer,1
9326,5,9,Peer,1
9327,5,8,Peer,1
9328,5,10,Peer,1
9329,5,12,Peer,1
9330,6,2,Peer,1
9331,6,1,Peer,1
9332,6,4,Peer,1
9333,6,3,Leader,1
9334,6,6,Peer,1
9335,6,8,Peer,1
9336,6,9,Peer,1
9337,6,12,Peer,1
9338,6,10,Peer,1
9339,6,24,Peer,1
9340,6,32,As Team,1
9341,6,25,Peer,1
9342,6,33,Leader,1
9343,6,35,As Team,1
9344,6,36,As Team,1
9345,6,39,Peer,1
9346,6,38,Peer,1
9347,6,51,Leader,1
9348,6,53,Peer,1
9349,6,52,Peer,1
9350,6,54,Peer,1
9351,7,6,Peer,1
9352,7,3,Leader,1
9353,7,2,Peer,1
9354,7,4,Peer,1
9355,7,1,Peer,1
9356,7,7,Peer,1
9357,7,9,Peer,1
9358,7,10,Peer,1
9359,7,12,Peer,1
9360,8,4,Peer,1
9361,8,2,Peer,1
9362,8,1,Peer,1
9363,8,3,Leader,1
9364,8,6,Peer,1
9365,8,7,Peer,1
9366,8,8,Peer,1
9367,8,12,Peer,1
9368,8,10,Peer,1
9369,8,17,Peer,1
9370,8,22,Peer,1
9371,8,31,Leader,1
9372,8,42,Peer,1
